,Date,Adj Close
0,2019-01-02,2510.030029296875
1,2019-01-03,2447.889892578125
2,2019-01-04,2531.93994140625
3,2019-01-07,2549.68994140625
4,2019-01-08,2574.409912109375
5,2019-01-09,2584.9599609375
6,2019-01-10,2596.639892578125
7,2019-01-11,2596.260009765625
8,2019-01-14,2582.610107421875
9,2019-01-15,2610.300048828125
10,2019-01-16,2616.10009765625
11,2019-01-17,2635.9599609375
12,2019-01-18,2670.7099609375
13,2019-01-22,2632.89990234375
14,2019-01-23,2638.699951171875
15,2019-01-24,2642.330078125
16,2019-01-25,2664.760009765625
17,2019-01-28,2643.85009765625
18,2019-01-29,2640.0
19,2019-01-30,2681.050048828125
20,2019-01-31,2704.10009765625
21,2019-02-01,2706.530029296875
22,2019-02-04,2724.8701171875
23,2019-02-05,2737.699951171875
24,2019-02-06,2731.610107421875
25,2019-02-07,2706.050048828125
26,2019-02-08,2707.8798828125
27,2019-02-11,2709.800048828125
28,2019-02-12,2744.72998046875
29,2019-02-13,2753.030029296875
30,2019-02-14,2745.72998046875
31,2019-02-15,2775.60009765625
32,2019-02-19,2779.760009765625
33,2019-02-20,2784.699951171875
34,2019-02-21,2774.8798828125
35,2019-02-22,2792.669921875
36,2019-02-25,2796.110107421875
37,2019-02-26,2793.89990234375
38,2019-02-27,2792.3798828125
39,2019-02-28,2784.489990234375
40,2019-03-01,2803.68994140625
41,2019-03-04,2792.81005859375
42,2019-03-05,2789.64990234375
43,2019-03-06,2771.449951171875
44,2019-03-07,2748.929931640625
45,2019-03-08,2743.070068359375
46,2019-03-11,2783.300048828125
47,2019-03-12,2791.52001953125
48,2019-03-13,2810.919921875
49,2019-03-14,2808.47998046875
50,2019-03-15,2822.47998046875
51,2019-03-18,2832.93994140625
52,2019-03-19,2832.570068359375
53,2019-03-20,2824.22998046875
54,2019-03-21,2854.8798828125
55,2019-03-22,2800.7099609375
56,2019-03-25,2798.360107421875
57,2019-03-26,2818.4599609375
58,2019-03-27,2805.3701171875
59,2019-03-28,2815.43994140625
60,2019-03-29,2834.39990234375
61,2019-04-01,2867.18994140625
62,2019-04-02,2867.239990234375
63,2019-04-03,2873.39990234375
64,2019-04-04,2879.389892578125
65,2019-04-05,2892.739990234375
66,2019-04-08,2895.77001953125
67,2019-04-09,2878.199951171875
68,2019-04-10,2888.2099609375
69,2019-04-11,2888.320068359375
70,2019-04-12,2907.409912109375
71,2019-04-15,2905.580078125
72,2019-04-16,2907.06005859375
73,2019-04-17,2900.449951171875
74,2019-04-18,2905.030029296875
75,2019-04-22,2907.969970703125
76,2019-04-23,2933.679931640625
77,2019-04-24,2927.25
78,2019-04-25,2926.169921875
79,2019-04-26,2939.8798828125
80,2019-04-29,2943.030029296875
81,2019-04-30,2945.830078125
82,2019-05-01,2923.72998046875
83,2019-05-02,2917.52001953125
84,2019-05-03,2945.639892578125
85,2019-05-06,2932.469970703125
86,2019-05-07,2884.050048828125
87,2019-05-08,2879.419921875
88,2019-05-09,2870.719970703125
89,2019-05-10,2881.39990234375
90,2019-05-13,2811.8701171875
91,2019-05-14,2834.409912109375
92,2019-05-15,2850.9599609375
93,2019-05-16,2876.320068359375
94,2019-05-17,2859.530029296875
95,2019-05-20,2840.22998046875
96,2019-05-21,2864.360107421875
97,2019-05-22,2856.27001953125
