,Date,Adj Close
0,2018-12-13,2650.5400390625
1,2018-12-14,2599.949951171875
2,2018-12-17,2545.93994140625
3,2018-12-18,2546.159912109375
4,2018-12-19,2506.9599609375
5,2018-12-20,2467.419921875
6,2018-12-21,2416.6201171875
7,2018-12-24,2351.10009765625
8,2018-12-26,2467.699951171875
9,2018-12-27,2488.830078125
10,2018-12-28,2485.739990234375
11,2018-12-31,2506.85009765625
12,2019-01-02,2510.030029296875
13,2019-01-03,2447.889892578125
14,2019-01-04,2531.93994140625
15,2019-01-07,2549.68994140625
16,2019-01-08,2574.409912109375
17,2019-01-09,2584.9599609375
18,2019-01-10,2596.639892578125
19,2019-01-11,2596.260009765625
20,2019-01-14,2582.610107421875
21,2019-01-15,2610.300048828125
22,2019-01-16,2616.10009765625
23,2019-01-17,2635.9599609375
24,2019-01-18,2670.7099609375
25,2019-01-22,2632.89990234375
26,2019-01-23,2638.699951171875
27,2019-01-24,2642.330078125
28,2019-01-25,2664.760009765625
29,2019-01-28,2643.85009765625
30,2019-01-29,2640.0
31,2019-01-30,2681.050048828125
32,2019-01-31,2704.10009765625
33,2019-02-01,2706.530029296875
34,2019-02-04,2724.8701171875
35,2019-02-05,2737.699951171875
36,2019-02-06,2731.610107421875
37,2019-02-07,2706.050048828125
38,2019-02-08,2707.8798828125
39,2019-02-11,2709.800048828125
40,2019-02-12,2744.72998046875
41,2019-02-13,2753.030029296875
42,2019-02-14,2745.72998046875
43,2019-02-15,2775.60009765625
44,2019-02-19,2779.760009765625
45,2019-02-20,2784.699951171875
46,2019-02-21,2774.8798828125
47,2019-02-22,2792.669921875
48,2019-02-25,2796.110107421875
49,2019-02-26,2793.89990234375
50,2019-02-27,2792.3798828125
51,2019-02-28,2784.489990234375
52,2019-03-01,2803.68994140625
53,2019-03-04,2792.81005859375
54,2019-03-05,2789.64990234375
55,2019-03-06,2771.449951171875
56,2019-03-07,2748.929931640625
57,2019-03-08,2743.070068359375
58,2019-03-11,2783.300048828125
59,2019-03-12,2791.52001953125
60,2019-03-13,2810.919921875
61,2019-03-14,2808.47998046875
62,2019-03-15,2822.47998046875
63,2019-03-18,2832.93994140625
64,2019-03-19,2832.570068359375
65,2019-03-20,2824.22998046875
66,2019-03-21,2854.8798828125
67,2019-03-22,2800.7099609375
68,2019-03-25,2798.360107421875
69,2019-03-26,2818.4599609375
70,2019-03-27,2805.3701171875
71,2019-03-28,2815.43994140625
72,2019-03-29,2834.39990234375
73,2019-04-01,2867.18994140625
74,2019-04-02,2867.239990234375
75,2019-04-03,2873.39990234375
76,2019-04-04,2879.389892578125
77,2019-04-05,2892.739990234375
78,2019-04-08,2895.77001953125
79,2019-04-09,2878.199951171875
80,2019-04-10,2888.2099609375
81,2019-04-11,2888.320068359375
82,2019-04-12,2907.409912109375
83,2019-04-15,2905.580078125
84,2019-04-16,2907.06005859375
85,2019-04-17,2900.449951171875
86,2019-04-18,2905.030029296875
87,2019-04-22,2907.969970703125
88,2019-04-23,2933.679931640625
89,2019-04-24,2927.25
90,2019-04-25,2926.169921875
91,2019-04-26,2939.8798828125
92,2019-04-29,2943.030029296875
93,2019-04-30,2945.830078125
94,2019-05-01,2923.72998046875
95,2019-05-02,2917.52001953125
